Item Name,Category,Distributor,Item Number,Product SKU,Description,Size,Proof %,Last Purchase Cost,Price Includes Tax,Cost Price,Retail Price,Promo Price,Reorder Level,Reorder Amount,Allow Alternate Description,Item has Serial Number,Image Id,Override Default Tax,Is Service,Commission Percent,Commission Fixed,Is Scalable,Weight,Price Per Pound,Deleted,Retail Markup,Quickbooks Id,Permanent Delete,Single Bottle Cost,Case Cost,Remove Discount,By Location,Quantity on Hand,Quantity Case,Price A,Price B,Price C
AMERICAN THREAD PINOT NOIR,WINE,HANDCRAFTED WINES,1629934428,46101013,AMERICAN THREAD PINO,750ML,,10.67,,10.67,16.49,,1,1,,,,,,,,,,,,,,,10.67,153.6,,C,1,12,,,
AMERICAN THREAD SAUV BLANC,WINE,HANDCRAFTED WINES,1629934411,46102022,AMERICAN THREAD SAUV,750ML,,10.67,,10.67,16.49,,1,1,,,,,,,,,,,,,,,10.67,153.6,,C,0,12,,,
AMSTEL LIGHT 6 PK,,MIDWEST DISTRIBUTORS CO,7289010011,30053,AMSTEL LIGHT 6 PK,12OZ,,6,,6,8.49,,2,1,,,,,,,,,,,,,,,6,25.6,,6,4,4,,,
AMSTEL LIGHT AMSTEL LIGHT 12PK,,MIDWEST BEVERAGE,7289010016,30054,AMSTEL LIGHT AMSTEL,12OZ,,12,,12,14.99,,2,1,,,,,,,,,,,,,,,12,24,,6,0,2,,,
ANCHOR CHRISTMAS ALE 6PK,BEER,MIDWEST,7278300050,6425,ANCHOR CHRISTMAS ALE,12OZ,,8.25,,8.25,9.99,,1,1,,,,,,,,,,,,,,,8.25,33,,H,0,4,,,
ANCHOR LIBERTY ALE,BEER,CENTRAL STATES,7278300300,4325,ANCHOR LIBERTY ALE,12OZ,,6.39,,6.39,8.99,,1,1,,,,,,,,,,,,,,,6.39,28.4,,9,0,4,,,
ANCHOR PORTER,BEER,CENTRAL STATES,7278300200,4125,ANCHOR PORTER,12OZ,,6.39,,6.39,8.99,,1,1,,,,,,,,,,,,,,,6.39,28.5,,9,0,4,,,
ANCHOR STEAM,BEER,CENTRAL STATES,7278300100,4025,ANCHOR STEAM,12OZ,,6.39,,6.39,8.99,,1,1,,,,,,,,,,,,,,,6.39,26.5,,9,0,4,,,
ANCHOR STEAM ALE MAGNUM,BEER,MIDWEST,7278300059,6450,ANCHOR STEAM ALE MAG,1.75L,,12.39,,12.39,13.99,,1,1,,,,,,,,,,,,,,,12.39,0,,H,0,12,,,
ANCHOR SUMMER BEER,BEER,MIDWEST,7278300600,6406,ANCHOR SUMMER BEER,12OZ,,7.99,,7.99,9.99,,1,1,,,,,,,,,,,,,,,7.99,31.96,,8,0,4,,,
ANCIENT PEEKS ZINFANDEL,WINE,VALLEY BEVERAGE,9711400101,31,ANCIENT PEEKS ZINFAN,750ML,,12.08,,12.08,15.99,,2,2,,,,,,,,,,,,,,,12.08,0,,E,0,12,,,
ANDRE CHAMP BRUT,,GLAZER WHOLESALE DRUG CO.,8500000743,106565,ANDRE CHAMP BRUT,750ML,,51.24,,4.75,5.99,,2,1,,,,,,,,,,,,,,,4.75,51.24,,,0,12,,,
ANDRE CHAMP COLD DUCK,,GLAZER WHOLESALE DRUG CO.,8500000747,106564,ANDRE CHAMP COLD DUC,750ML,,51.2,,5.47,5.99,,0,0,,,,,,,,,,,,,,,5.47,51.2,,,0,12,,,
ANDRE CHAMP PINK,,GLAZER WHOLESALE DRUG CO.,8500000749,106568,ANDRE CHAMP PINK,750ML,,51.24,,5.47,5.99,,2,1,,,,,,,,,,,,,,,5.47,51.24,,,0,12,,,
ANDRE CHAMP X-DRY,,GLAZER WHOLESALE DRUG CO.,8500000748,106566,ANDRE CHAMP X-DRY,750ML,,42.62,,3.55,5.99,,2,1,,,,,,,,,,,,,,,3.55,42.62,,,0,12,,,
ANDRE SPUMANTE,,GLAZER WHOLESALE DRUG CO.,8500000828,106569,ANDRE SPUMANTE,750ML,,51.24,,4.75,5.99,,2,1,,,,,,,,,,,,,,,4.75,51.24,,,0,12,,,
ANGRY ORCHARD ROSE,BEER,STANDARD,8769200660,21714062,ANGRY ORCHARD ROSE,11.2Z,,6.4,,6.4,8.99,,0,0,,,,,,,,,,,,,,,6.4,25.6,,,6,4,,,
ANGRY ORCHARD ROSE CAN,ICE,STANDARD,8769200754,22057062,ANGRY ORCHARD ROSE C,11.2Z,,12,,12,14.99,,0,0,,,,,,,,,,,,,,,12,24,,,0,2,,,
ANTIGAL UNO CAB,WINE,GLAZER'S,7439000116,457560,ANTIGAL UNO CAB,750ML,,13.29,,13.29,15.99,,1,1,,,,,,,,,,,,,,,13.29,136.56,,G,0,12,,,
ANTIGAL UNO MALBEC,,GLAZER WHOLESALE DRUG CO.,7439000103,452176,ANTIGAL UNO MALBEC,750ML,,111.02,,11.87,15.99,,0,0,,,,,,,,,,,,,,,11.87,111.02,,,0,12,,,
APOTHIC BREW,WINE,GLAZER'S,8500002686,905542,APOTHIC BREW,750ML,,10.68,,10.68,14.99,,0,0,,,,,,,,,,,,,,,10.68,128.11,,,5,12,,,
APOTHIC CRUSH RED,WINE,GLAZER'S,8500002348,408324,APOTHIC CRUSH RED,750ML,,10.75,,10.75,10.99,,1,1,,,,,,,,,,,,,,,10.75,89,,G,1,12,,,
APOTHIC DARK,WINE,GLAZER'S,8500002286,364479,APOTHIC DARK,750ML,,7.82,,7.82,10.99,,0,0,,,,,,,,,,,,,,,7.82,89,,,-1,12,,,
APOTHIC INFERNO,WINE,GLAZER'S,8500002490,433208,APOTHIC INFERNO,750ML,,9.96,,9.96,14.99,,0,0,,,,,,,,,,,,,,,9.96,128.11,,,9,12,,,
APOTHIC RED,WINE,GLAZER'S,8500001774,342217,APOTHIC RED,750ML,,10.45,,10.45,10.99,,1,1,,,,,,,,,,,,,,,10.45,85.44,,G,4,12,,,
APOTHIC ROSE,WINE,GLAZER'S,8500002154,335303,APOTHIC ROSE,750ML,,7.82,,7.82,10.99,,0,0,,,,,,,,,,,,,,,7.82,93.88,,,8,12,,,
APOTHIC WHITE,WINE,GLAZER'S,8500001973,313332,APOTHIC WHITE,750ML,,8.62,,8.62,10.99,,1,1,,,,,,,,,,,,,,,8.62,93.88,,G,1,12,,,
ARBOR MIST BLKBRY MERLOT,,GLAZER WHOLESALE DRUG CO.,8210017924,74333,ARBOR MIST BLKBRY ME,1.5L,,34.14,,7.9,8.99,,2,1,,,,,,,,,,,,,,,7.9,34.14,,,0,6,,,
ARBOR MIST CRANBERRY WHT MERLO,,GLAZER'S,8210017926,74337,ARBOR MIST CRANBERRY,1.5L,,6.5,,6.5,8.99,,1,1,,,,,,,,,,,,,,,6.5,34.14,,G,3,6,,,
ARBOR MIST EXOTIC FRUITS WHT Z,,GLAZER WHOLESALE DRUG CO.,8210017906,49089,ARBOR MIST EXOTIC FR,1.5L,,34.14,,7.9,8.99,,2,1,,,,,,,,,,,,,,,7.9,34.14,,,0,6,,,
ARBOR MIST MANGO STRAW,WINE,GLAZER'S,8210073857,144958,ARBOR MIST MANGO STR,1.5L,,5,,5,8.99,,1,1,,,,,,,,,,,,,,,5,30,,G,0,6,,,
ARBOR MIST STRAWBERRY WHT ZINF,,GLAZER WHOLESALE DRUG CO.,8210017907,49090,ARBOR MIST STRAWBERR,1.5L,,34.14,,7.9,8.99,,2,1,,,,,,,,,,,,,,,7.9,34.14,,,0,6,,,
ARCADIA ANGLER PALE ALE 6PK,BEER,CRAWFORD,1302111600,85,ARCADIA ANGLER PALE,12OZ,,7.19,,7.19,8.99,,1,1,,,,,,,,,,,,,,,7.19,25.6,,6,0,4,,,
ARCADIA HOPMOUTH ALE 4PK,BEER,CRAWFORD,1302127400,88,ARCADIA HOPMOUTH ALE,12OZ,,6.67,,6.67,8.49,,1,1,,,,,,,,,,,,,,,6.67,40,,6,0,6,,,
ARCADIA IPA 6PK,BEER,CRAWFORD,1302115600,86,ARCADIA IPA 6PK,12OZ,,7.19,,7.19,8.99,,1,1,,,,,,,,,,,,,,,7.19,28.75,,6,0,4,,,
ARCADIA LOCH DOWN SCOTCH 6PK,BEER,CRAWFORD,1302110600,87,ARCADIA LOCH DOWN SC,12OZ,,7.19,,7.19,8.99,,1,1,,,,,,,,,,,,,,,7.19,28.75,,6,0,4,,,
ARCADIA VARIETY 12PK,BEER,CRAWFORD,1302119120,89,ARCADIA VARIETY 12PK,12OZ,,14,,14,17.49,,1,1,,,,,,,,,,,,,,,14,28,,6,0,2,,,
ARNOLD PALMER 24 OZ,BEER,MIDWEST,1300874829,1444,ARNOLD PALMER 24 OZ,24OZ,,2.22,,2.22,2.99,,0,0,,,,,,,,,,,,,,,2.22,26.68,,,0,12,,,
ARNOLD PALMER SPIKED,BEER,MIDWEST,1300874833,1445,ARNOLD PALMER SPIKED,11.2Z,,6.4,,6.4,7.99,,0,0,,,,,,,,,,,,,,,6.4,25.6,,,1,4,,,
ASTICA MALBEC ARGENTINA,,GLAZER WHOLESALE DRUG CO.,8974475232,139259,ASTICA MALBEC ARGENT,750ML,,59.76,,6.18,9.99,,2,1,,,,,,,,,,,,,,,6.18,59.76,,,0,12,,,
ATELIE BRACHETTO ROSE,WINE,HANDCRAFTED WINES,8034042840753,29204525,ATELIE BRACHETTO ROS,750ML,,9.25,,9.25,12.99,,1,1,,,,,,,,,,,,,,,9.25,110,,G,3,12,,,
ATELIE MOSCATO D'ASTI,WINE,HANDCRAFTED WINES,8003360310750,29202525,ATELIE MOSCATO D'AST,750ML,,9.25,,9.25,12.99,,1,1,,,,,,,,,,,,,,,9.25,111,,G,2,12,,,
ATELIE PINK MOSCATO,WINE,HANDCRAFTED WINES,8034042530753,29203525,ATELIE PINK MOSCATO,750ML,,7.12,,7.12,12.99,,1,1,,,,,,,,,,,,,,,7.12,85.44,,E,2,12,,,
ATELIE PROSECCO,WINE,HANDCRAFTED WINES,8034042350757,29201525,ATELIE PROSECCO,750ML,,9.25,,9.25,12.99,,1,1,,,,,,,,,,,,,,,9.25,111,,E,0,12,,,
AV HIGHWAY GOSE,BEER,STANDARD,912500335,15879062,AV HIGHWAY GOSE,12OZ,,7.2,,7.2,8.99,,1,1,,,,,,,,,,,,,,,7.2,28.8,,H,0,4,,,
AVA GRACE MERLOT,WINE,GLAZER'S,8130800425,448688,AVA GRACE MERLOT,750ML,,5.69,,5.69,7.99,,0,0,,,,,,,,,,,,,,,5.69,68.28,,,0,12,,,
AVALON CABERNET SAUVIGNON,WINE,WORLD WIDE,5171800001,18000232,AVALON CABERNET SAUV,750ML,,7.12,,7.12,10.99,,1,1,,,,,,,,,,,,,,,7.12,85.5,,H,11,12,,,
AVALON CHARDONNAY,WINE,WORLD WIDE,5171800035,18000233,AVALON CHARDONNAY,750ML,,7.12,,7.12,9.99,,1,1,,,,,,,,,,,,,,,7.12,85.5,,H,10,12,,,
AVALON NAPA MERLOT,WINE,WORLD WIDE,5171800022,18000532,AVALON NAPA MERLOT,750ML,,9.95,,9.95,13.99,,1,1,,,,,,,,,,,,,,,9.95,0,,C,0,12,,,
AVALON PINOT NOIR,WINE,WORLD WIDE,5171800102,18000634,AVALON PINOT NOIR,750ML,,7.13,,7.13,9.99,,0,0,,,,,,,,,,,,,,,7.13,85.5,,,12,12,,,
AVERY IPA,BEER,WORLD WIDE,9636300207,40210232,AVERY IPA,12OZ,,8,,8,9.99,,1,1,,,,,,,,,,,,,,,8,32,,9,1,4,,,
AVERY IPA,BEER,WORLD WIDE,9636300407,40210232A,AVERY IPA,12OZ,,8,,8,9.99,,1,1,,,,,,,,,,,,,,,8,32,,,1,4,,,
AVERY WHITE RASCAL,BEER,WORLD WIDE,9636300216,40210332,AVERY WHITE RASCAL,12OZ,,0,,0,9.99,,1,1,,,,,,,,,,,,,,,0,32,,7,0,4,,,
AVERY WHITE RASCAL,BEER,WORLD WIDE,9636300416,40210332A,AVERY WHITE RASCAL,12OZ,,0,,0,9.99,,1,1,,,,,,,,,,,,,,,0,32,,,0,4,,,
AVIARY CABERNET SAUV,WINE,WORLD WIDE,5083200432,10221339,AVIARY CABERNET SAUV,750ML,,12.09,,12.09,16.99,,0,0,,,,,,,,,,,,,,,12.09,145.08,,,4,12,,,
AVIATION GIN,LIQUOR,GLAZER'S,5350700002,314106,AVIATION GIN,750ML,,19.45,,19.45,24.99,,0,0,,,,,,,,,,,,,,,19.45,116.68,,,12,6,,,
AVION TEQUI SILVER 80,LIQUOR,GLAZER'S,3604051934,422711,AVION TEQUI SILVER 8,750ML,,32.62,,32.62,39.99,,0,0,,,,,,,,,,,,,,,32.62,186.72,,,8,6,,,
BAC SIG SANGRIA,,CRAWFORD SALES COMPANY,1820015991,10168,BAC SIG SANGRIA,12OZ,,5.59,,5.59,8.19,,2,1,,,,,,,,,,,,,,,5.59,25.3,,3,0,4,,,
BACARDI 4 RUM,LIQUOR,STANDARD,8048098338,21822009,BACARDI 4 RUM,750ML,,15.56,,15.56,19.99,,0,0,,,,,,,,,,,,,,,15.56,186.72,,,1,12,,,
BACARDI 8 RUM,LIQUOR,STANDARD,8048050540,1649009,BACARDI 8 RUM,750ML,,18.31,,18.31,23.49,,2,2,,,,,,,,,,,,,,,18.31,205.35,,H,0,12,,,
BACARDI AILVER MOJITO,BEER,CRAWFORD,1820007995,10149,BACARDI AILVER MOJIT,12OZ,,6,,6,8.19,,0,0,,,,,,,,,,,,,,,6,18.65,,3,0,4,,,
BACARDI ARCTIC GRAPE 2/12,BEER,CRAWFORD,1820019995,10172,BACARDI ARCTIC GRAPE,8OZ,,9.48,,9.48,11.99,,1,1,,,,,,,,,,,,,,,9.48,18.95,,1,0,2,,,
BACARDI BAHAMA MAMA,,STANDARD LIQUOR CORP,8048080605,1016009,BACARDI BAHAMA MAMA,750ML,,7.72,,7.72,12.99,,2,1,,,,,,,,,,,,,,,7.72,83.09,,C,3,12,,,
BACARDI BIG APPLE,,STANDARD LIQUOR CORP,8048040104,1611013,BACARDI BIG APPLE,375ML,,6.97,,6.97,8.79,,2,1,,,,,,,,,,,,,,,6.97,74.2,,A,0,12,,,
BACARDI BIG APPLE,,STANDARD LIQUOR CORP,8048040103,1611009,BACARDI BIG APPLE,750ML,,9.76,,9.76,12.99,,2,1,,,,,,,,,,,,,,,9.76,158.65,,A,0,12,,,
BACARDI BLACK RAZZ RUM,LIQUOR,STANDARD,8048000306,13561009,BACARDI BLACK RAZZ R,750ML,,11.7,,11.7,12.99,,1,1,,,,,,,,,,,,,,,11.7,0,,H,0,12,,,
BACARDI COCO,LIQUOR,STANDARD,8048040061,2516004,BACARDI COCO,1.75L,,20.18,,20.18,27.99,,1,1,,,,,,,,,,,,,,,20.18,126.5,,H,0,6,,,
BACARDI COCO,,STANDARD LIQUOR CORP,8048040064,2516013,BACARDI COCO,375ML,,0,,6.93,8.79,,2,1,,,,,,,,,,,,,,,6.93,74.2,,A,0,12,,,
BACARDI COCO,LIQUOR,STANDARD,8048040063,2516009,BACARDI COCO,750ML,,9.33,,9.33,12.99,,0,0,,,,,,,,,,,,,,,9.33,111.96,,,1,12,,,
BACARDI DRAGON BERRY RUM,LIQUOR,STANDARD,8048000027,11480009,BACARDI DRAGON BERRY,750ML,,9.33,,9.33,12.99,,2,2,,,,,,,,,,,,,,,9.33,121.34,,B,4,12,,,
BACARDI GOLD,,STANDARD LIQUOR CORP,8048002520,1618004,BACARDI GOLD,1.75L,,17.56,,17.56,23.99,,2,1,,,,,,,,,,,,,,,17.56,93.35,,A,9,6,,,
BACARDI GOLD,LIQUOR,STANDARD LIQUOR CORP,8048002532,1618004A,BACARDI GOLD,1.75L,,17.56,,17.56,23.99,,2,1,,,,,,,,,,,,,,,17.56,93.35,,,9,6,,,
BACARDI GOLD,,STANDARD LIQUOR CORP,8048002570,1618015,BACARDI GOLD,200ML,,4.39,,4.39,5.69,,2,1,,,,,,,,,,,,,,,4.39,150.75,,H,0,48,,,
BACARDI GOLD,,STANDARD LIQUOR CORP,8048002560,1618013,BACARDI GOLD,375ML,,7.02,,7.02,8.99,,2,1,,,,,,,,,,,,,,,7.02,112.05,,A,1,24,,,
BACARDI GOLD,,STANDARD LIQUOR CORP,8048002540,1618009,BACARDI GOLD,750ML,,12.39,,12.39,12.99,,2,1,,,,,,,,,,,,,,,12.39,102.7,,A,1,12,,,
BACARDI GOLD PET,LIQUOR,STANDARD,8048002546,12447009,BACARDI GOLD PET,750ML,,9.34,,9.34,12.99,,0,0,,,,,,,,,,,,,,,9.34,112.05,,,15,12,,,
BACARDI LEMONADE 6 PK,,CRAWFORD SALES COMPANY,1820015989,10159,BACARDI LEMONADE 6 P,12OZ,,5.59,,5.59,8.19,,2,1,,,,,,,,,,,,,,,5.59,25.3,,3,0,4,,,
BACARDI LI ICE TEA,LIQUOR,STANDARD LIQUOR CORP,8048080603,1018009,BACARDI LI ICE TEA,750ML,,8.5,,8.5,12.49,,0,0,,,,,,,,,,,,,,,8.5,83.09,,C,2,12,,,
BACARDI LIGHT DRY,,STANDARD LIQUOR CORP,8048001530,1624007,BACARDI LIGHT DRY,1.0LT,,17.84,,17.84,21.59,,2,1,,,,,,,,,,,,,,,17.84,187,,A,1,12,,,
BACARDI LIGHT DRY,,STANDARD LIQUOR CORP,8048001520,1624004,BACARDI LIGHT DRY,1.75L,,23.01,,23.01,23.99,,2,1,,,,,,,,,,,,,,,23.01,93.35,,A,1,6,,,
BACARDI LIGHT DRY,,STANDARD LIQUOR CORP,8048001560,1624013,BACARDI LIGHT DRY,375ML,,7.02,,7.02,8.79,,2,1,,,,,,,,,,,,,,,7.02,149.25,,A,20,24,,,
BACARDI LIGHT DRY,,STANDARD LIQUOR CORP,8048001540,1624009,BACARDI LIGHT DRY,750ML,,12.39,,12.39,14.99,,2,1,,,,,,,,,,,,,,,12.39,112.05,,A,0,12,,,
BACARDI LIMON,LIQUOR,STANDARD,8048035570,1605015,BACARDI LIMON,200ML,,4.39,,4.39,5.69,,1,1,,,,,,,,,,,,,,,4.39,83.9,,H,0,24,,,
BACARDI LIMON,,STANDARD LIQUOR CORP,8048035560,1605013,BACARDI LIMON,375ML,,7.02,,7.02,8.79,,2,1,,,,,,,,,,,,,,,7.02,74.2,,A,0,12,,,
BACARDI LIMON,,STANDARD LIQUOR CORP,8048035540,1605009,BACARDI LIMON,750ML,,9.33,,9.33,12.99,,2,1,,,,,,,,,,,,,,,9.33,158.65,,A,0,12,,,
BACARDI MAI TAI,,STANDARD LIQUOR CORP,8048080629,3635009,BACARDI MAI TAI,750ML,,8.12,,8.12,12.49,,2,1,,,,,,,,,,,,,,,8.12,83.09,,C,0,12,,,
BACARDI MANGO,LIQUOR,STANDARD,8048000483,15645009,BACARDI MANGO,750ML,,9.33,,9.33,10.99,,0,0,,,,,,,,,,,,,,,9.33,102.6,,,3,12,,,
BACARDI MANGO MOJITO 6 PK,,CRAWFORD SALES COMPANY,1820014981,129504,BACARDI MANGO MOJITO,12OZ,,0,,4.79,6.99,,2,1,,,,,,,,,,,,,,,4.79,22.35,,3,0,4,,,
BACARDI MOJITO,LIQUOR,STANDARD,8048001517,10302009,BACARDI MOJITO,750ML,,10.06,,10.06,12.99,,1,1,,,,,,,,,,,,,,,10.06,95.95,,D,3,12,,,
BACARDI O,,STANDARD LIQUOR CORP,8048040003,1673013,BACARDI O,375ML,,6.97,,6.97,8.79,,2,1,,,,,,,,,,,,,,,6.97,74.2,,A,0,12,,,
BACARDI O,,STANDARD LIQUOR CORP,8048040002,1673009,BACARDI O,750ML,,10.83,,10.83,12.99,,2,1,,,,,,,,,,,,,,,10.83,158.65,,A,1,12,,,
BACARDI PINEAPPLE FUSION,LIQUOR,STANDARD,8048000383,14570009,BACARDI PINEAPPLE FU,750ML,,13.67,,13.67,13.99,,1,1,,,,,,,,,,,,,,,13.67,120,,B,0,12,,,
BACARDI PINOT COLADA LT,LIQUOR,STANDARD,8048000332,13791009,BACARDI PINOT COLADA,750ML,,9.2,,9.2,12.49,,1,1,,,,,,,,,,,,,,,9.2,0,,H,0,12,,,
BACARDI RASPBERRY,LIQUOR,STANDARD,8048000677,18819013,BACARDI RASPBERRY,375ML,,7.02,,7.02,8.99,,1,1,,,,,,,,,,,,,,,7.02,10,,1,0,1,,,
BACARDI RASPBERRY RUM,LIQUOR,STANDARD,8048000676,18819009,BACARDI RASPBERRY RU,750ML,,9.33,,9.33,12.99,,1,1,,,,,,,,,,,,,,,9.33,140,,B,3,12,,,
BACARDI RAZZ,,STANDARD LIQUOR CORP,8048040034,13561013,BACARDI RAZZ,375ML,,6.97,,6.97,8.79,,2,1,,,,,,,,,,,,,,,6.97,74.2,,A,0,12,,,
BACARDI RAZZ,LIQUOR,STANDARD LIQUOR CORP,8048000307,13561013A,BACARDI RAZZ,375ML,,6.97,,6.97,8.79,,2,1,,,,,,,,,,,,,,,6.97,74.2,,,0,12,,,
BACARDI RAZZ,,STANDARD LIQUOR CORP,8048040033,2515009,BACARDI RAZZ,750ML,,13.67,,13.67,16.99,,2,1,,,,,,,,,,,,,,,13.67,158.65,,A,0,12,,,
BACARDI RAZZ 6PK 6 PK,,CRAWFORD SALES COMPANY,1820006992,10145,BACARDI RAZZ 6PK 6 P,12OZ,,24,,24,8.19,,2,1,,,,,,,,,,,,,,,24,26.3,,3,0,4,,,
BACARDI RUM 151,LIQUOR,STANDARD,8048009570,11864015,BACARDI RUM 151,200ML,,6.07,,6.07,7.59,,0,0,,,,,,,,,,,,,,,6.07,265.2,,H,0,48,,,
BACARDI RUM 151,,STANDARD LIQUOR CORP,8048009560,3938013,BACARDI RUM 151,375ML,,9.69,,9.69,11.99,,2,1,,,,,,,,,,,,,,,9.69,208.3,,A,0,24,,,
BACARDI RUM 151,,STANDARD LIQUOR CORP,8048009540,3938009,BACARDI RUM 151,750ML,,23.34,,23.34,23.99,,2,1,,,,,,,,,,,,,,,23.34,209,,A,0,12,,,
BACARDI STRAWBERRY 6 PK,,CRAWFORD SALES COMPANY,1820010985,10140,BACARDI STRAWBERRY 6,12OZ,,4.79,,4.79,8.19,,2,1,,,,,,,,,,,,,,,4.79,25.3,,3,0,4,,,
BACARDI SUPERIOR,LIQUOR,STANDARD LIQUOR CORP,8048001570,1624015,BACARDI SUPERIOR,200ML,,4.39,,4.39,5.69,,2,1,,,,,,,,,,,,,,,4.39,158.75,,H,0,48,,,
BACARDI SUPERIOR PET,LIQUOR,STANDARD,8048001532,1658004,BACARDI SUPERIOR PET,1.75L,,18.68,,18.68,23.99,,0,0,,,,,,,,,,,,,,,18.68,93.35,,,6,6,,,
BACARDI SUPERIOR PET,LIQUOR,STANDARD,8048001545,1658009,BACARDI SUPERIOR PET,750ML,,9.34,,9.34,11.99,,0,0,,,,,,,,,,,,,,,9.34,112.05,,,10,12,,,
BACARDI SUPERIOR RUM,LIQUOR,STANDARD,8048001621,1624021,BACARDI SUPERIOR RUM,50ML,,7.2,,7.2,0.93,,0,0,,,,,,,,,,,,,,,7.2,72,,,6,120,,,
BACARDI TORCHED CHERRY,LIQUOR,STANDARD,8048000098,12311009,BACARDI TORCHED CHER,750ML,,9.33,,9.33,12.99,,2,2,,,,,,,,,,,,,,,9.33,121.34,,B,0,12,,,
BADGER MOUNTAIN PINOT NOIR,WINE,WORLD WIDE,9353229123,10809633,BADGER MOUNTAIN PINO,750ML,,7.76,,7.76,10.99,,0,0,,,,,,,,,,,,,,,7.76,93.12,,,0,12,,,
BAILEY'S ESPRESSO,CORDIALS,STANDARD,8676770456,18014009,BAILEY'S ESPRESSO,750ML,,20.95,,20.95,22.99,,1,1,,,,,,,,,,,,,,,20.95,233.37,,A,0,12,,,
BAILEYS CARAMEL,,STANDARD LIQUOR CORP,8676770189,3883013,BAILEYS CARAMEL,375ML,,11.28,,11.28,15.79,,2,1,,,,,,,,,,,,,,,11.28,136.38,,C,0,12,,,
BAILEYS CARAMEL,,STANDARD LIQUOR CORP,8676770176,17141009,BAILEYS CARAMEL,750ML,,18.61,,18.61,22.99,,2,1,,,,,,,,,,,,,,,18.61,226.15,,C,0,12,,,
BAILEYS CHOC CHERRY,LIQUOR,STANDARD,8676770443,16430009,BAILEYS CHOC CHERRY,750ML,,18.61,,18.61,22.99,,1,1,,,,,,,,,,,,,,,18.61,190,,A,0,12,,,
BAILEYS CHOC MINT,,STANDARD LIQUOR CORP,8676770188,3882013,BAILEYS CHOC MINT,375ML,,12.42,,12.42,15.79,,2,1,,,,,,,,,,,,,,,12.42,136.38,,C,0,12,,,
BAILEYS CHOC MINT,,STANDARD LIQUOR CORP,8676770178,3882009,BAILEYS CHOC MINT,750ML,,16.76,,16.76,22.99,,2,1,,,,,,,,,,,,,,,16.76,226.15,,C,0,12,,,
BAILEYS COFFEE,LIQUOR,STANDARD,8676770227,10630013,BAILEYS COFFEE,375ML,,10.53,,10.53,15.79,,1,1,,,,,,,,,,,,,,,10.53,126.81,,A,0,12,,,
BAILEYS COFFEE,LIQUOR,STANDARD,8676770228,10630009,BAILEYS COFFEE,750ML,,18.67,,18.67,22.99,,1,1,,,,,,,,,,,,,,,18.67,205.36,,A,0,12,,,
BAILEYS IRISH CREAM,,STANDARD LIQUOR CORP,8676721002,3809004,BAILEYS IRISH CREAM,1.75L,,33.13,,33.13,49.99,,2,1,,,,,,,,,,,,,,,33.13,186.75,,C,0,6,,,
BAILEYS IRISH CREAM,,STANDARD LIQUOR CORP,8676721009,3809013,BAILEYS IRISH CREAM,375ML,,12.07,,12.07,15.79,,2,1,,,,,,,,,,,,,,,12.07,135.32,,C,0,12,,,
BAILEYS IRISH CREAM,CORDIALS,STANDARD,8676721012,3809021,BAILEYS IRISH CREAM,50ML,,45,,45,2.99,,1,1,,,,,,,,,,,,,,,45,133.61,,H,0,80,,,
BAILEYS IRISH CREAM,,STANDARD LIQUOR CORP,8676721006,3809009,BAILEYS IRISH CREAM,750ML,,18.61,,18.61,24.99,,2,1,,,,,,,,,,,,,,,18.61,205.35,,C,3,12,,,
BAILEYS PUMPKIN SPICE,LIQUOR,STANDARD,8676770466,19342009,BAILEYS PUMPKIN SPIC,750ML,,17.11,,17.11,21.99,,0,0,,,,,,,,,,,,,,,17.11,205.35,,,0,12,,,
BAKON FLAVORED VODKA,LIQUOR,GLAZER'S,3961091009,9244017,BAKON FLAVORED VODKA,750ML,,22.98,,22.98,29.49,,1,1,,,,,,,,,,,,,,,22.98,0,,D,0,12,,,
BALLAST POINT SCULPIN IPA,BEER,CENTRAL STATES,7243800024,84805,BALLAST POINT SCULPI,12OZ,,12,,12,14.99,,1,1,,,,,,,,,,,,,,,12,41.6,,8,1,4,,,
BALLATORE ROSSO RED SPUMANTE,,GLAZER WHOLESALE DRUG CO.,8500001137,3232415,BALLATORE ROSSO RED,750ML,,64,,7.6,8.49,,2,1,,,,,,,,,,,,,,,7.6,76.8,,,0,12,,,
BALLATORE SPUMANTE SPK,,GLAZER WHOLESALE DRUG CO.,8500000757,106610,BALLATORE SPUMANTE S,750ML,,68.32,,7.6,8.49,,2,1,,,,,,,,,,,,,,,7.6,68.32,,,0,12,,,
BANFI BRACHETTO D'ACQUI ROSA R,WINE,GLAZER'S,8051616644,916930,BANFI BRACHETTO D'AC,750ML,,14,,14,18.49,,1,1,,,,,,,,,,,,,,,14,85.44,,H,0,6,,,
BANFI CENTINE BIANCO,WINE,GLAZER'S,8051640494,3043815,BANFI CENTINE BIANCO,750ML,,8.22,,8.22,10.99,,1,1,,,,,,,,,,,,,,,8.22,85.44,,H,0,12,,,
BANFI CENTINE ROSSO,WINE,GLAZER'S,8051604854,84539,BANFI CENTINE ROSSO,750ML,,8.22,,8.22,10.99,,1,1,,,,,,,,,,,,,,,8.22,85.44,,H,0,12,,,
